fiscalyear,school,traveler_type,total_trips,total_emissions,percapita_trips,percapita_emissions
FY22-23,JHU Press,Deans/Executive,2,0.3871874208,1.161588588553706e-05,8.14325823880086e-06
FY22-23,JOHNS HOPKINS AT ALL CHILDRENS,Deans/Executive,20,2.2064218647000002,0.0001161588588553706,4.6405079459618214e-05
FY22-23,JOHNS HOPKINS AT ALL CHILDRENS,Faculty,226,49.7235120685,0.0013125951050656879,0.0010457762250573783
FY22-23,JOHNS HOPKINS AT ALL CHILDRENS,Med Trainees,2,0.2196143704,1.161588588553706e-05,4.618891097814467e-06
FY22-23,JOHNS HOPKINS AT ALL CHILDRENS,Sr Staff-Admin,2,0.30886523419999995,1.161588588553706e-05,6.495999683774611e-06
FY22-23,JOHNS HOPKINS AT ALL CHILDRENS,Staff-Non Admin,2,0.2196143704,1.161588588553706e-05,4.618891097814467e-06
FY22-23,JOHNS HOPKINS IMAGING LLC,Regular,20,2.1279510612,0.0001161588588553706,4.4754695219896814e-05
FY22-23,Johns Hopkins HealthCare,Regular,340,34.8834963331,0.0019747006005413,0.000733663604891309
FY22-23,Johns Hopkins Hospital,Bargaining Unit,2,0.1498790016,1.161588588553706e-05,3.1522289956648496e-06
FY22-23,Johns Hopkins Hospital,Regular,569,93.5442127102,0.0033047195344352936,0.00196740555070346
FY22-23,Johns Hopkins Hospital,Regular Nurses,97,23.1772961019,0.0005633704654485474,0.0004874608453057581
FY22-23,Johns Hopkins International,Regular,349,165.9348598648,0.002026972087026217,0.003489913003646576
FY22-23,Krieger School of Arts and Sciences,Deans/Executive,32,7.7523626522,0.00018585417416859296,0.00016304633788789594
FY22-23,Krieger School of Arts and Sciences,Faculty,1825,498.1778408057,0.010599495870552568,0.010477589375571573
FY22-23,Krieger School of Arts and Sciences,Graduate Stud,823,194.8501030011,0.0047799370418985,0.004098053349244821
FY22-23,Krieger School of Arts and Sciences,Postdocs,260,71.5179135179,0.0015100651651198179,0.001504152271458522
FY22-23,Krieger School of Arts and Sciences,Sr Staff-Admin,219,43.467966845700005,0.001271939504466308,0.0009142106900291354
FY22-23,Krieger School of Arts and Sciences,Sr Staff-Non Ad,30,4.4361414478,0.0001742382882830559,9.33001524652924e-05
FY22-23,Krieger School of Arts and Sciences,Staff-Admin,154,23.282616485600002,0.0008944232131863536,0.0004896759252288265
FY22-23,Krieger School of Arts and Sciences,Staff-Non Admin,57,13.455720319400001,0.0003310527477378062,0.0002829983606480694
FY22-23,Krieger School of Arts and Sciences,Study Abroad Student,2,0.5773910734000001,1.161588588553706e-05,1.2143588254390476e-05
FY22-23,Krieger School of Arts and Sciences,Undergrad Stud,87,19.5667537981,0.0005052910360208621,0.00041152454990336777
FY22-23,Krieger School of Arts and Sciences,Undergraduate Student,22,8.504276224,0.00012777474474090766,0.00017886045286036906
FY22-23,Krieger School of Arts and Sciences,Visit Faculty,6,1.8172394636,3.484765765661118e-05,3.821986314343288e-05
FY22-23,NANJING CENTER,Faculty,3,2.9931361236000003,1.742382882830559e-05,6.295111640764898e-05
FY22-23,NANJING CENTER,Sr Staff-Admin,17,6.5331090241,9.873503002706502e-05,0.000137403208439892
FY22-23,NITZE SCH ADV INT STUDIES-SAIS,Deans/Executive,75,22.7630554192,0.0004355957207076398,0.0004787486075856548
FY22-23,NITZE SCH ADV INT STUDIES-SAIS,Faculty,356,102.4409486724,0.002067627687625597,0.002154520148261742
FY22-23,NITZE SCH ADV INT STUDIES-SAIS,Graduate Stud,7,3.2807402449,4.0655600599379715e-05,6.899995607669152e-05
FY22-23,NITZE SCH ADV INT STUDIES-SAIS,Postdocs,23,10.1638113629,0.0001335826876836762,0.00021376350617884854
FY22-23,NITZE SCH ADV INT STUDIES-SAIS,Sr Staff-Admin,55,16.4181422693,0.00031943686185226917,0.000345303501916563
FY22-23,NITZE SCH ADV INT STUDIES-SAIS,Sr Staff-Appt,10,1.47776162,5.80794294276853e-05,3.108002440312934e-05
FY22-23,NITZE SCH ADV INT STUDIES-SAIS,Staff-Admin,24,4.4443841396,0.00013939063062644473,9.347351132021481e-05
FY22-23,NITZE SCH ADV INT STUDIES-SAIS,Staff-Non Admin,25,11.6921141623,0.00014519857356921326,0.00024590650384360236
FY22-23,NITZE SCH ADV INT STUDIES-SAIS,Visit Faculty,2,1.3694086840000002,1.161588588553706e-05,2.880116436951261e-05
FY22-23,PEABODY INSTITUTE,Deans/Executive,7,0.7440607727000002,4.0655600599379715e-05,1.564895627274937e-05
FY22-23,PEABODY INSTITUTE,Faculty,111,19.0870421844,0.0006446816666473068,0.0004014353389924358
FY22-23,PEABODY INSTITUTE,Graduate Stud,6,0.6961827583,3.484765765661118e-05,1.4641994232467542e-05
FY22-23,PEABODY INSTITUTE,Sr Staff-Admin,30,3.2348664254000004,0.0001742382882830559,6.803514591365268e-05
FY22-23,PEABODY INSTITUTE,Staff-Admin,41,5.3275853531,0.00023812566065350974,0.00011204884505262927
FY22-23,PEDIATRIC PHYSICIANS SERVICES,Providers,89,13.6370517072,0.0005169069219063992,0.0002868120907393119
FY22-23,PEDIATRIC PHYSICIANS SERVICES,Regular,29,6.4568286048,0.00016843034534028738,0.00013579889197826611
FY22-23,SMH FOUNDATION,Regular,4,0.2846660204,2.323177177107412e-05,5.987046043849558e-06
FY22-23,School of Education,Deans/Executive,47,3.5567056672,0.0002729733183101209,7.48040126602587e-05
FY22-23,School of Education,Faculty,256,33.4458851593,0.0014868333933487437,0.0007034280176631635
FY22-23,School of Education,Graduate Stud,37,2.7531932201,0.0002148938888824356,5.790467915064558e-05
FY22-23,School of Education,Sr Staff-Admin,262,51.5478896911,0.0015216810510053549,0.0010841462167147143
FY22-23,School of Education,Sr Staff-Non Ad,8,0.38834356000000003,4.646354354214824e-05,8.16757395661563e-06
FY22-23,School of Education,Staff-Admin,17,1.3251021105,9.873503002706502e-05,2.78693162507348e-05
FY22-23,School of Medicine (SOM),Deans/Executive,75,7.4223438582000005,0.0004355957207076398,0.00015610544022741176
FY22-23,School of Medicine (SOM),Faculty,7141,1821.9377930044,0.04147452055431008,0.038318677587228414
FY22-23,School of Medicine (SOM),Graduate Stud,710,169.45301444810002,0.004123639489365657,0.003563906216640527
FY22-23,School of Medicine (SOM),Med Intern/Res,505,101.3623738492,0.002933011186098108,0.0021318357508785853
FY22-23,School of Medicine (SOM),Med Students,21,4.9056144998,0.00012196680179813913,0.00010317402773400566
FY22-23,School of Medicine (SOM),Med Trainees,10,3.0817392248,5.80794294276853e-05,6.48146013636928e-05
FY22-23,School of Medicine (SOM),Non-Employee,2,0.0960162354,1.161588588553706e-05,2.019396700347794e-06
FY22-23,School of Medicine (SOM),Non-employees,156,41.5253433756,0.0009060390990718907,0.0008733537723506266
FY22-23,School of Medicine (SOM),Postdocs,781,148.32904447430002,0.004536003438302222,0.0031196305679897823
FY22-23,School of Medicine (SOM),Sr Staff-Admin,413,51.092981841800004,0.002398680435363403,0.0010745786742463836
FY22-23,School of Medicine (SOM),Sr Staff-Appt,42,8.6725711954,0.00024393360359627826,0.00018240000331779394
FY22-23,School of Medicine (SOM),Sr Staff-Non Ad,917,242.46183487410002,0.005325883678518742,0.005099414981906584
FY22-23,School of Medicine (SOM),Staff-Admin,214,29.822155772400002,0.0012428997897524655,0.0006272143738312248
FY22-23,School of Medicine (SOM),Staff-Non Admin,270,46.961275325900004,0.001568144594547503,0.0009876813441203377
FY22-23,School of Medicine (SOM),Undergrad Stud,12,2.0402799506,6.969531531322237e-05,4.2910811727444586e-05
FY22-23,School of Medicine (SOM),Visiting Stud,12,1.846165827,6.969531531322237e-05,3.882823736847588e-05
FY22-23,School of Nursing (SON),Deans/Executive,28,2.992031686,0.00016262240239751886,6.292788806885931e-05
FY22-23,School of Nursing (SON),Faculty,418,97.91598392440001,0.0024277201500772457,0.0020593518796534803
FY22-23,School of Nursing (SON),Graduate Stud,17,3.4116730530000003,9.873503002706502e-05,7.175371203830478e-05
FY22-23,School of Nursing (SON),Postdocs,8,1.2262410147,4.646354354214824e-05,2.5790086943112027e-05
FY22-23,School of Nursing (SON),Sr Staff-Admin,46,6.8769656368000005,0.0002671653753673524,0.00014463514068745802
FY22-23,School of Nursing (SON),Sr Staff-Non Ad,41,7.1917710576000005,0.00023812566065350974,0.0001512560733387617
FY22-23,School of Nursing (SON),Staff-Admin,14,0.8914678116000001,8.131120119875943e-05,1.874919538046489e-05
FY22-23,School of Nursing (SON),Staff-Non Admin,4,0.7629257512000001,2.323177177107412e-05,1.6045721207099547e-05
FY22-23,Sheridan Libraries,Deans/Executive,6,0.606281378,3.484765765661118e-05,1.2751204097047048e-05
FY22-23,Sheridan Libraries,Graduate Stud,2,0.8689211252000002,1.161588588553706e-05,1.8274997408317188e-05
FY22-23,Sheridan Libraries,Sr Staff-Admin,74,9.03872934,0.0004297877777648712,0.0001901009774908629
FY22-23,Sheridan Libraries,Undergrad Stud,12,4.1396159074000005,6.969531531322237e-05,8.706367906724658e-05
FY22-23,Sibley Memorial Hospital,Regular,11,1.2785251291000002,6.388737237045383e-05,2.688971730937368e-05
FY22-23,Sibley Memorial Hospital,Regular Nurses,4,1.0855819352,2.323177177107412e-05,2.2831769739433595e-05
FY22-23,Suburban Hospital,Regular,2,0.2196143704,1.161588588553706e-05,4.618891097814467e-06
FY22-23,Suburban Hospital,Regular Nurses,4,0.48605579720000003,2.323177177107412e-05,1.0222640670731781e-05
FY22-23,U-WIDE STUDENT AFFAIRS,Deans/Executive,73,13.0524588672,0.0004239798348221027,0.00027451703618707997
FY22-23,U-WIDE STUDENT AFFAIRS,Graduate Stud,1,0.127501234,5.80794294276853e-06,2.681583694228778e-06
FY22-23,U-WIDE STUDENT AFFAIRS,Sr Staff-Admin,117,14.2027442558,0.000679529324303918,0.0002987096376624459
FY22-23,U-WIDE STUDENT AFFAIRS,Staff-Admin,33,2.481436814,0.0001916621171113615,5.2189145860983656e-05
FY22-23,Unavailable,Unavailable,6,4.672757795200001,3.484765765661118e-05,9.827662617515324e-05
FY22-23,University Administration,Deans/Executive,331,75.5119801456,0.0019224291140563835,0.0015881547834852188
FY22-23,University Administration,Faculty,1,0.2972860405,5.80794294276853e-06,6.252468103380366e-06
FY22-23,University Administration,Graduate Stud,7,0.8935494643999999,4.0655600599379715e-05,1.8792976338738005e-05
FY22-23,University Administration,Sr Staff-Admin,949,171.1018043851,0.005511737852687335,0.0035985832787485505
FY22-23,University Administration,Sr Staff-Non Ad,20,1.2786552324000002,0.0001161588588553706,2.6892453619265752e-05
FY22-23,University Administration,Staff-Admin,199,29.747615851,0.0011557806456109375,0.0006256466632175743
FY22-23,University Administration,Staff-Non Admin,44,20.504043822,0.0002555494894818153,0.0004312374700532507
FY22-23,University Administration,Undergrad Stud,28,6.6347942094,0.00016262240239751886,0.00013954183350484714
FY22-23,WEST COAST NEONATOLOGY,Providers,87,5.6459353213,0.0005052910360208621,0.00011874432600604003
FY22-23,Whiting School of Engineering,Deans/Executive,101,21.3589365419,0.0005866022372196215,0.00044921742449038763
FY22-23,Whiting School of Engineering,Faculty,1530,395.3664312091,0.008886152702435852,0.0083152777578274
FY22-23,Whiting School of Engineering,Graduate Stud,770,196.5698941654,0.004472116065931769,0.004134223696769972
FY22-23,Whiting School of Engineering,Non-employees,6,2.9252486994,3.484765765661118e-05,6.152331995371104e-05
FY22-23,Whiting School of Engineering,Postdocs,209,46.8034892327,0.0012138600750386229,0.0009843628145545674
FY22-23,Whiting School of Engineering,Sr Staff-Admin,335,45.5619199164,0.0019456608858274577,0.0009582503454482304
FY22-23,Whiting School of Engineering,Sr Staff-Non Ad,60,9.4128168759,0.0003484765765661118,0.00019796872123743452
FY22-23,Whiting School of Engineering,Staff-Admin,91,9.7231803511,0.0005285228077919362,0.0002044962316643571
FY22-23,Whiting School of Engineering,Staff-Non Admin,33,8.465403181200001,0.0001916621171113615,0.00017804288181068388
FY22-23,Whiting School of Engineering,Study Abroad Student,1,0.9322829108,5.80794294276853e-06,1.9607611421309243e-05
FY22-23,Whiting School of Engineering,Undergrad Stud,27,5.291739142200001,0.0001568144594547503,0.00011129493380303836
FY22-23,Whiting School of Engineering,Visiting Stud,4,0.8969321502000001,2.323177177107412e-05,1.8864120395931835e-05
FY23-24,555 PENN,Staff-Admin,8,1.2614815968,4.646354354214824e-05,2.653126071351248e-05
FY23-24,ACH FOUNDATION,Regular,37,4.1550859196,0.0002148938888824356,8.738904166307087e-05
FY23-24,ACH RESEARCH INSTITUTE,Providers,4,0.3564220389,2.323177177107412e-05,7.4962060977230645e-06
FY23-24,ACH RESEARCH INSTITUTE,Regular,37,9.5849920728,0.0002148938888824356,0.00020158987992016279
FY23-24,ALL CHILDRENS HEALTH SYSTEM,Regular,9,0.9882646668,5.227148648491677e-05,2.07850099401651e-05
FY23-24,All Children’s Hospital,Regular,261,28.1333894125,0.0015158731080625865,0.0005916965345758815
FY23-24,All Children’s Hospital,Regular Nurses,119,48.3779195348,0.0006911452101894551,0.0010174759578031342
FY23-24,BIOETHICS INSTITUTE,Faculty,191,75.529521245,0.0011093171020687893,0.0015885237048254613
FY23-24,BIOETHICS INSTITUTE,Postdocs,3,0.6589333034,1.742382882830559e-05,1.385857020004798e-05
FY23-24,BIOETHICS INSTITUTE,Sr Staff-Non Ad,2,2.3646548032,1.161588588553706e-05,4.9733006997727416e-05
FY23-24,BIOETHICS INSTITUTE,Staff-Non Admin,3,0.7543134392999999,1.742382882830559e-05,1.5864588566762492e-05
FY23-24,BOLOGNA CENTER,Deans/Executive,5,1.9476385752999998,2.903971471384265e-05,4.0962394495534437e-05
FY23-24,BOLOGNA CENTER,Faculty,66,22.5580771033,0.000383324234222723,0.00047443753943091115
FY23-24,BOLOGNA CENTER,Graduate Stud,8,1.0297095867000001,4.646354354214824e-05,2.16566722600173e-05
FY23-24,BOLOGNA CENTER,Sr Staff-Admin,18,5.4210670346,0.00010454297296983354,0.00011401493545783656
FY23-24,Bloomberg School of Public Health,Bargaining Unit,8,0.645312368,4.646354354214824e-05,1.3572097064668101e-05
FY23-24,Bloomberg School of Public Health,Deans/Executive,47,13.3274566881,0.0002729733183101209,0.00028030074234692686
FY23-24,Bloomberg School of Public Health,Faculty,2490,834.1135595799,0.01446177792749364,0.01754293076492565
FY23-24,Bloomberg School of Public Health,Graduate Stud,316,86.9881906331,0.0018353099699148555,0.00182952043893305
FY23-24,Bloomberg School of Public Health,Postdocs,110,27.744586867400002,0.0006388737237045383,0.0005835193073247725
FY23-24,Bloomberg School of Public Health,Sr Staff-Admin,332,76.0335195111,0.001928237056999152,0.0015991237083696885
FY23-24,Bloomberg School of Public Health,Sr Staff-Non Ad,440,127.8779191618,0.0025554948948181533,0.002689506070789783
FY23-24,Bloomberg School of Public Health,Staff-Admin,147,29.2472867982,0.0008537676125869739,0.0006151238299268988
FY23-24,Bloomberg School of Public Health,Staff-Non Admin,73,28.2335314571,0.0004239798348221027,0.0005938027045750368
FY23-24,Bloomberg School of Public Health,Undergrad Stud,2,1.9684633352000003,1.161588588553706e-05,4.140037721014934e-05
FY23-24,CENTER FOR TALENTED YOUTH,Deans/Executive,11,2.3886543059000003,6.388737237045383e-05,5.0237760348662985e-05
FY23-24,CENTER FOR TALENTED YOUTH,Sr Staff-Admin,106,11.5354758167,0.0006156419519334642,0.0002426121135049808
FY23-24,CENTER FOR TALENTED YOUTH,Staff-Admin,33,5.5437297399,0.0001916621171113615,0.00011659475606116082
FY23-24,CGEPI,Deans/Executive,4,0.8550562998,2.323177177107412e-05,1.79833948210358e-05
FY23-24,CGEPI,Faculty,18,2.6541015468,0.00010454297296983354,5.58206003772972e-05
FY23-24,CGEPI,Sr Staff-Admin,262,47.9943096422,0.0015216810510053549,0.0010094079415128685
FY23-24,CGEPI,Sr Staff-Non Ad,182,24.5358603625,0.0010570456155838725,0.0005160339316555493
FY23-24,CGEPI,Staff-Admin,7,0.9026654015,4.0655600599379715e-05,1.8984701136358204e-05
FY23-24,CONSOLIDATED SERVICE CENTER,Regular,2,0.1584658194,1.161588588553706e-05,3.3328254485414816e-06
FY23-24,Carey Business School,Deans/Executive,121,37.206850315100006,0.0007027610960749921,0.0007825279802278858
FY23-24,Carey Business School,Faculty,782,207.3040843254,0.004541811381244991,0.004359983310232278
FY23-24,Carey Business School,Graduate Stud,5,1.1606602454000001,2.903971471384265e-05,2.4410803652333376e-05
FY23-24,Carey Business School,Postdocs,9,3.4126930211000004,5.227148648491677e-05,7.17751638293172e-05
FY23-24,Carey Business School,Sr Staff-Admin,356,74.44551063520001,0.002067627687625597,0.0015657249829275177
FY23-24,Carey Business School,Staff-Admin,47,11.774153332600001,0.0002729733183101209,0.0002476319373508933
FY23-24,EMRS PROJECT,Regular,343,28.0812805061,0.001992124429369606,0.0005906005891536878
FY23-24,HOMEWOOD HOUSE,Sr Staff-Admin,8,0.5620462559999999,4.646354354214824e-05,1.1820858733743182e-05
FY23-24,HUMAN LANGUAGE TECHNOLOGY COE,Faculty,71,27.9915813347,0.0004123639489365657,0.0005887140518405504
FY23-24,HUMAN LANGUAGE TECHNOLOGY COE,Sr Staff-Appt,19,3.3889299177000005,0.00011035091591260208,7.127538238718848e-05
FY23-24,Homewood Student Affairs,Deans/Executive,111,19.2238714964,0.0006446816666473068,0.0004043131091946579
FY23-24,Homewood Student Affairs,Graduate Stud,5,0.5493868387,2.903971471384265e-05,1.155460807917997e-05
FY23-24,Homewood Student Affairs,Sr Staff-Admin,260,50.305446028,0.0015100651651198179,0.0010580153584991237
FY23-24,Homewood Student Affairs,Sr Staff-Appt,268,34.8240036627,0.001556528708661966,0.0007324123654337304
FY23-24,Homewood Student Affairs,Sr Staff-Non Ad,29,7.7988890311,0.00016843034534028738,0.00016402487256631128
FY23-24,Homewood Student Affairs,Staff-Admin,754,125.01790570200001,0.004379188978847472,0.0026293547670065234
FY23-24,Homewood Student Affairs,Staff-Non Admin,14,2.4249442379,8.131120119875943e-05,5.100100386296395e-05
FY23-24,Homewood Student Affairs,Undergrad Stud,125,30.978307862900003,0.0007259928678460662,0.0006515303627567385
FY23-24,Howard County General Hospital,Regular,51,5.2857154752,0.00029620509008119507,0.00011116824509031056
FY23-24,INSTITUTION WIDE FUNDS,Deans/Executive,36,6.190315014,0.00020908594593966709,0.00013019362466469924
FY23-24,INSTITUTION WIDE FUNDS,Graduate Stud,13,2.3651267427000002,7.550325825599089e-05,4.974293274689987e-05
FY23-24,INSTITUTION WIDE FUNDS,Sr Staff-Admin,16,3.4526974181,9.292708708429648e-05,7.261652932302414e-05
FY23-24,JH Bayview Medical Center,Bargaining Unit,2,0.134006399,1.161588588553706e-05,2.818399188832287e-06
FY23-24,JH Bayview Medical Center,Regular,45,7.7062786656,0.00026135743242458386,0.00016207710752710102
FY23-24,JH Bayview Medical Center,Regular Nurses,26,5.259788181499999,0.00015100651651198178,0.00011062294677561815
FY23-24,JH Community Physicians,Providers,140,33.9732006764,0.0008131120119875942,0.0007145184255596799
FY23-24,JH Community Physicians,Regular,29,2.7715129434000003,0.00016843034534028738,5.8289976372820414e-05
FY23-24,JH Community Physicians,Regular Nurses,4,0.2423087193,2.323177177107412e-05,5.096194681883142e-06
FY23-24,JH HEALTH SYSTEM CORPORATION,Regular,1133,212.9048092298,0.0065803993541567445,0.004477776778642945
FY23-24,JH HEALTH SYSTEM CORPORATION,Regular Nurses,6,0.9989331374,3.484765765661118e-05,2.1009387351314857e-05
FY23-24,JH HEALTH SYSTEM CORPORATION,Sr Staff-Admin,3,0.8208217197000001,1.742382882830559e-05,1.7263379109070776e-05
FY23-24,JH TECHNOLOGY VENTURES,Deans/Executive,4,0.8569904371,2.323177177107412e-05,1.8024073259066286e-05
FY23-24,JH TECHNOLOGY VENTURES,Graduate Stud,2,0.10655338199999999,1.161588588553706e-05,2.2410121280561894e-06
FY23-24,JH TECHNOLOGY VENTURES,Sr Staff-Admin,47,10.3531660706,0.0002729733183101209,0.0002177459813335108
FY23-24,JH TECHNOLOGY VENTURES,Staff-Admin,4,0.4051416762,2.323177177107412e-05,8.520869003906547e-06
FY23-24,JHBMC GRANT COMPANY,Regular,8,0.8779370684,4.646354354214824e-05,1.8464619151689586e-05
FY23-24,JHHCG CORP (GROUP),Regular,2,0.2414717248,1.161588588553706e-05,5.078591159682258e-06
FY23-24,JHHCG CORP (GROUP),Regular Nurses,2,0.2414717248,1.161588588553706e-05,5.078591159682258e-06
FY23-24,JHHCG HOME HEALTH SERVICES,Regular Nurses,2,0.24329317100000003,1.161588588553706e-05,5.11689949817124e-06
FY23-24,JHHCG PHARMAQUIP,Regular,16,1.541224138,9.292708708429648e-05,3.241475700237226e-05
FY23-24,JHMMC INTRASTAFF DIVISION,Regular,6,1.6416434394000001,3.484765765661118e-05,3.452675821814155e-05
FY23-24,JHPEIGO,Deans/Executive,20,8.0887887549,0.0001161588588553706,0.00017012199294636583
FY23-24,JHPEIGO,Sr Staff-Admin,273,150.98326589020002,0.0015855684233758087,0.003175453689433064
FY23-24,JHPEIGO,Sr Staff-Appt,904,433.6733319229,0.0052503804202627515,0.009120941805993134
FY23-24,JHPEIGO,Sr Staff-Non Ad,1118,626.8528332407,0.006493280210015217,0.01318385935228966
FY23-24,JHPEIGO,Staff-Admin,28,14.3320888176,0.00016262240239751886,0.00030142998990515473
FY23-24,JHPEIGO,Staff-Non Admin,32,16.7260629403,0.00018585417416859296,0.0003517796357120178
FY23-24,JHU PRESS BOOK DIVISION,Sr Staff-Admin,16,1.7259503778000003,9.292708708429648e-05,3.629988702820304e-05
FY23-24,JHU PRESS BOOK DIVISION,Staff-Admin,12,0.8659387976000001,6.969531531322237e-05,1.821227361489093e-05
FY23-24,JHU PRESS JOURNALS DIVISION,Sr Staff-Admin,12,2.5098928982,6.969531531322237e-05,5.2787629255993945e-05
FY23-24,JHU PRESS JOURNALS DIVISION,Staff-Admin,18,1.4011965298,0.00010454297296983354,2.9469720792832703e-05
FY23-24,JHU PRESS MUSE,Sr Staff-Admin,116,17.8211051246,0.0006737213813611495,0.0003748103717589453
FY23-24,JHU PRESS MUSE,Staff-Admin,2,0.12724102739999998,1.161588588553706e-05,2.6761110744446375e-06
FY23-24,JHU Press,Deans/Executive,12,1.2648642826,6.969531531322237e-05,2.660240477070631e-05
FY23-24,JHU Press,Sr Staff-Admin,10,2.5577190822,5.80794294276853e-05,5.379350120835157e-05
FY23-24,JHU Press,Staff-Admin,2,1.2069866216,1.161588588553706e-05,2.538513190887894e-05
FY23-24,JOHNS HOPKINS AT ALL CHILDRENS,Deans/Executive,6,0.6515573264000001,3.484765765661118e-05,1.3703439939487471e-05
FY23-24,JOHNS HOPKINS AT ALL CHILDRENS,Faculty,277,57.1854179717,0.0016088001951468829,0.0012027137273084591
FY23-24,JOHNS HOPKINS AT ALL CHILDRENS,Non-employees,4,0.2451146172,2.323177177107412e-05,5.155207836660223e-06
FY23-24,JOHNS HOPKINS AT ALL CHILDRENS,Postdocs,14,2.7461872456000003,8.131120119875943e-05,5.775733071806977e-05
FY23-24,JOHNS HOPKINS IMAGING LLC,Regular,38,4.236420277400001,0.00022070183182520416,8.909965167690846e-05
FY23-24,Johns Hopkins HealthCare,Regular,303,38.9455030741,0.0017598067116588647,0.0008190950215198962
FY23-24,Johns Hopkins Hospital,Regular,853,138.3712724638,0.0049541753301815565,0.002910200445500109
FY23-24,Johns Hopkins Hospital,Regular Nurses,173,32.4766628389,0.0010047741290989556,0.0006830435030280564
FY23-24,Johns Hopkins International,Regular,413,203.7751297462,0.002398680435363403,0.00428576295361003
FY23-24,Johns Hopkins International,Trustee,56,25.8951166233,0.0003252448047950377,0.0005446215720327371
FY23-24,Krieger School of Arts and Sciences,Deans/Executive,48,9.9968071043,0.00027878126125288947,0.00021025110176769966
FY23-24,Krieger School of Arts and Sciences,Faculty,2183,623.6313577102001,0.012678739444063702,0.013116105841339754
FY23-24,Krieger School of Arts and Sciences,Graduate Stud,780,203.9838136816,0.004530195495359454,0.004290151957707168
FY23-24,Krieger School of Arts and Sciences,Non-employees,8,5.2395910656,4.646354354214824e-05,0.00011019816456003672
FY23-24,Krieger School of Arts and Sciences,Postdocs,289,72.1071368243,0.0016784955104601053,0.0015165447131716887
FY23-24,Krieger School of Arts and Sciences,Sr Staff-Admin,361,81.4680068777,0.0020966674023394395,0.0017134208979072178
FY23-24,Krieger School of Arts and Sciences,Sr Staff-Non Ad,96,26.657040413,0.0005575625225057789,0.0005606462201604918
FY23-24,Krieger School of Arts and Sciences,Staff-Admin,100,19.5954414332,0.000580794294276853,0.00041212790323648255
FY23-24,Krieger School of Arts and Sciences,Staff-Non Admin,45,8.9466727962,0.00026135743242458386,0.00018816486033296044
FY23-24,Krieger School of Arts and Sciences,Undergrad Stud,70,17.6339983513,0.0004065560059937971,0.00037087517476813784
FY23-24,Krieger School of Arts and Sciences,Visiting Stud,32,6.1502073392000005,0.00018585417416859296,0.00012935008705033303
FY23-24,NANJING CENTER,Faculty,12,4.987285889400001,6.969531531322237e-05,0.00010489172614182158
FY23-24,NANJING CENTER,Graduate Stud,1,0.638673798,5.80794294276853e-06,1.3432475819394535e-05
FY23-24,NANJING CENTER,Sr Staff-Admin,25,8.8751283262,0.00014519857356921326,0.00018666014953020666
FY23-24,NITZE SCH ADV INT STUDIES-SAIS,Deans/Executive,150,55.805483867300005,0.0008711914414152795,0.0011736911941346295
FY23-24,NITZE SCH ADV INT STUDIES-SAIS,Faculty,512,196.4262024981,0.0029736667866974873,0.004131201598709115
FY23-24,NITZE SCH ADV INT STUDIES-SAIS,Graduate Stud,60,29.965253880800002,0.0003484765765661118,0.0006302239882649206
FY23-24,NITZE SCH ADV INT STUDIES-SAIS,Postdocs,5,2.026450789,2.903971471384265e-05,4.26199592149786e-05
FY23-24,NITZE SCH ADV INT STUDIES-SAIS,Sr Staff-Admin,135,46.4148301714,0.0007840722972737515,0.0009761886050296906
FY23-24,NITZE SCH ADV INT STUDIES-SAIS,Sr Staff-Appt,12,1.774397144,6.969531531322237e-05,3.731881095704935e-05
FY23-24,NITZE SCH ADV INT STUDIES-SAIS,Staff-Admin,39,13.272520313200001,0.0002265097747679727,0.00027914533010086283
FY23-24,NITZE SCH ADV INT STUDIES-SAIS,Staff-Non Admin,12,5.3146187118,6.969531531322237e-05,0.00011177613291653345
FY23-24,NITZE SCH ADV INT STUDIES-SAIS,Visit Faculty,8,3.0674742906000003,4.646354354214824e-05,6.451458375798111e-05
FY23-24,NITZE SCH ADV INT STUDIES-SAIS,Visiting Stud,2,0.5854648499999999,1.161588588553706e-05,1.2313394514315815e-05
FY23-24,PEABODY INSTITUTE,Deans/Executive,46,21.149591708800003,0.0002671653753673524,0.00044481452050820346
FY23-24,PEABODY INSTITUTE,Faculty,71,17.947069811000002,0.0004123639489365657,0.0003774596390523025
FY23-24,PEABODY INSTITUTE,Graduate Stud,1,0.0480081177,5.80794294276853e-06,1.009698350173897e-06
FY23-24,PEABODY INSTITUTE,Sr Staff-Admin,73,7.8165050857,0.0004239798348221027,0.0001643953703512347
FY23-24,PEABODY INSTITUTE,Staff-Admin,45,3.7876050975,0.00026135743242458386,7.966024916773592e-05
FY23-24,PEABODY INSTITUTE,Undergrad Stud,2,0.1915120576,1.161588588553706e-05,4.027848161127308e-06
FY23-24,PEDIATRIC PHYSICIANS SERVICES,Providers,122,20.8919296392,0.0007085690390177607,0.00043939541684320983
FY23-24,PEDIATRIC PHYSICIANS SERVICES,Regular,66,14.5259726011,0.000383324234222723,0.00030550771979135315
FY23-24,SMH FOUNDATION,Regular,4,0.9635450398000001,2.323177177107412e-05,2.0265111060671767e-05
FY23-24,School of Education,Deans/Executive,21,7.063767938700001,0.00012196680179813913,0.00014856393408893556
FY23-24,School of Education,Faculty,328,60.2264887444,0.001905005285228078,0.001266672996887513
