date,year,month,fiscalyear,Business Area Code,school,PersonnelArea,PersonnelAreaTotal,total_emissions_epa,total_trips
2021-11-30,2021,11,FY21-22,112.0,U-WIDE STUDENT AFFAIRS,University Student Services,737.0,239.70997224,3
2021-11-30,2021,11,FY21-22,115.0,Krieger School of Arts and Sciences,School of Arts & Sciences,1442.0,6357.44666261,20
2021-11-30,2021,11,FY21-22,120.0,Whiting School of Engineering,Whiting School of Engineering,1068.0,17435.98274814,73
2021-11-30,2021,11,FY21-22,125.0,School of Education,School of Education,253.0,1827.12005664,11
2021-11-30,2021,11,FY21-22,126.0,Carey Business School,Carey Business School,338.0,1289.85347416,7
2021-11-30,2021,11,FY21-22,130.0,Sheridan Libraries,Libraries,160.0,1286.42431566,2
2021-11-30,2021,11,FY21-22,135.0,PEABODY INSTITUTE,Peabody,304.0,1668.33096741,10
2021-11-30,2021,11,FY21-22,140.0,NITZE SCH ADV INT STUDIES-SAIS,SAIS,195.0,4823.92789049,16
2021-11-30,2021,11,FY21-22,141.0,BOLOGNA CENTER,SAIS,195.0,2093.5965160299997,8
2021-11-30,2021,11,FY21-22,160.0,Bloomberg School of Public Health,School of Public Health,2558.0,3963.49033539,23
2021-11-30,2021,11,FY21-22,165.0,School of Nursing (SON),School of Nursing,330.0,635.0656384499999,3
2021-11-30,2021,11,FY21-22,170.0,School of Medicine (SOM),School of Medicine,11766.0,49518.350488,144
2021-11-30,2021,11,FY21-22,210.0,BIOETHICS INSTITUTE,Academic and Business Centers,794.0,975.99475332,5
2021-11-30,2021,11,FY21-22,211.0,HUMAN LANGUAGE TECHNOLOGY COE,Academic and Business Centers,794.0,732.3612068799999,4
2021-11-30,2021,11,FY21-22,215.0,CENTER FOR TALENTED YOUTH,Academic and Business Centers,794.0,2259.72926608,10
2021-11-30,2021,11,FY21-22,235.0,JHPEIGO,Academic and Business Centers,794.0,43740.31367718,82
2021-12-31,2021,12,FY21-22,101.0,University Administration,University Administration,2199.0,7538.06601653,39
2021-12-31,2021,12,FY21-22,110.0,Homewood Student Affairs,University Student Services,737.0,13734.47830752,70
2021-12-31,2021,12,FY21-22,112.0,U-WIDE STUDENT AFFAIRS,University Student Services,737.0,866.81506418,2
2021-12-31,2021,12,FY21-22,115.0,Krieger School of Arts and Sciences,School of Arts & Sciences,1442.0,12758.528913420001,33
2021-12-31,2021,12,FY21-22,120.0,Whiting School of Engineering,Whiting School of Engineering,1068.0,16286.5614791,58
2021-12-31,2021,12,FY21-22,125.0,School of Education,School of Education,253.0,4290.70735221,14
2021-12-31,2021,12,FY21-22,135.0,PEABODY INSTITUTE,Peabody,304.0,426.86219385,1
2021-12-31,2021,12,FY21-22,140.0,NITZE SCH ADV INT STUDIES-SAIS,SAIS,195.0,11162.178522960001,24
2021-12-31,2021,12,FY21-22,141.0,BOLOGNA CENTER,SAIS,195.0,2837.90081061,8
2021-12-31,2021,12,FY21-22,160.0,Bloomberg School of Public Health,School of Public Health,2558.0,1993.39342038,20
2021-12-31,2021,12,FY21-22,165.0,School of Nursing (SON),School of Nursing,330.0,1277.3932911299999,6
2021-12-31,2021,12,FY21-22,170.0,School of Medicine (SOM),School of Medicine,11766.0,38247.60916156,117
2021-12-31,2021,12,FY21-22,210.0,BIOETHICS INSTITUTE,Academic and Business Centers,794.0,720.98510965,5
2021-12-31,2021,12,FY21-22,215.0,CENTER FOR TALENTED YOUTH,Academic and Business Centers,794.0,809.40841083,9
2021-12-31,2021,12,FY21-22,235.0,JHPEIGO,Academic and Business Centers,794.0,12919.93069485,26
2022-01-31,2022,1,FY21-22,101.0,University Administration,University Administration,2199.0,3812.91580438,17
2022-01-31,2022,1,FY21-22,110.0,Homewood Student Affairs,University Student Services,737.0,13262.84200855,59
2022-01-31,2022,1,FY21-22,115.0,Krieger School of Arts and Sciences,School of Arts & Sciences,1442.0,17413.92908603,47
2022-01-31,2022,1,FY21-22,120.0,Whiting School of Engineering,Whiting School of Engineering,1068.0,28406.219113850002,95
2022-01-31,2022,1,FY21-22,125.0,School of Education,School of Education,253.0,2693.89883344,13
2022-01-31,2022,1,FY21-22,126.0,Carey Business School,Carey Business School,338.0,3828.8550411,18
2022-01-31,2022,1,FY21-22,130.0,Sheridan Libraries,Libraries,160.0,404.57266363,1
2022-01-31,2022,1,FY21-22,135.0,PEABODY INSTITUTE,Peabody,304.0,336.45215795999997,3
2022-01-31,2022,1,FY21-22,140.0,NITZE SCH ADV INT STUDIES-SAIS,SAIS,195.0,12364.83793134,29
2022-01-31,2022,1,FY21-22,141.0,BOLOGNA CENTER,SAIS,195.0,4216.4814928999995,12
2022-01-31,2022,1,FY21-22,160.0,Bloomberg School of Public Health,School of Public Health,2558.0,9539.39730383,39
2022-01-31,2022,1,FY21-22,165.0,School of Nursing (SON),School of Nursing,330.0,1034.694145,3
2022-01-31,2022,1,FY21-22,170.0,School of Medicine (SOM),School of Medicine,11766.0,42705.74653812,156
2022-01-31,2022,1,FY21-22,235.0,JHPEIGO,Academic and Business Centers,794.0,12178.23909244,24
2022-02-28,2022,2,FY21-22,101.0,University Administration,University Administration,2199.0,5370.15745871,33
2022-02-28,2022,2,FY21-22,110.0,Homewood Student Affairs,University Student Services,737.0,4459.96081793,21
2022-02-28,2022,2,FY21-22,112.0,U-WIDE STUDENT AFFAIRS,University Student Services,737.0,1231.03614851,8
2022-02-28,2022,2,FY21-22,115.0,Krieger School of Arts and Sciences,School of Arts & Sciences,1442.0,18733.81944851,68
2022-02-28,2022,2,FY21-22,120.0,Whiting School of Engineering,Whiting School of Engineering,1068.0,21919.58480175,77
2022-02-28,2022,2,FY21-22,125.0,School of Education,School of Education,253.0,2728.08609214,15
2022-02-28,2022,2,FY21-22,126.0,Carey Business School,Carey Business School,338.0,1787.38989887,10
2022-02-28,2022,2,FY21-22,135.0,PEABODY INSTITUTE,Peabody,304.0,2561.15501945,15
2022-02-28,2022,2,FY21-22,140.0,NITZE SCH ADV INT STUDIES-SAIS,SAIS,195.0,4489.5486498,16
2022-02-28,2022,2,FY21-22,141.0,BOLOGNA CENTER,SAIS,195.0,288.6661993,2
2022-02-28,2022,2,FY21-22,160.0,Bloomberg School of Public Health,School of Public Health,2558.0,19037.37255014,47
2022-02-28,2022,2,FY21-22,165.0,School of Nursing (SON),School of Nursing,330.0,7735.05212122,18
2022-02-28,2022,2,FY21-22,170.0,School of Medicine (SOM),School of Medicine,11766.0,69702.86727359,242
2022-02-28,2022,2,FY21-22,210.0,BIOETHICS INSTITUTE,Academic and Business Centers,794.0,1186.32554626,6
2022-02-28,2022,2,FY21-22,235.0,JHPEIGO,Academic and Business Centers,794.0,53775.93198789,90
2022-03-31,2022,3,FY21-22,101.0,University Administration,University Administration,2199.0,11590.8505505,76
2022-03-31,2022,3,FY21-22,110.0,Homewood Student Affairs,University Student Services,737.0,14482.02578773,114
2022-03-31,2022,3,FY21-22,112.0,U-WIDE STUDENT AFFAIRS,University Student Services,737.0,1836.52756286,6
2022-03-31,2022,3,FY21-22,115.0,Krieger School of Arts and Sciences,School of Arts & Sciences,1442.0,49164.96572606,180
2022-03-31,2022,3,FY21-22,120.0,Whiting School of Engineering,Whiting School of Engineering,1068.0,24467.04133091,112
2022-03-31,2022,3,FY21-22,125.0,School of Education,School of Education,253.0,4474.57556485,25
2022-03-31,2022,3,FY21-22,126.0,Carey Business School,Carey Business School,338.0,2994.07720766,20
2022-03-31,2022,3,FY21-22,130.0,Sheridan Libraries,Libraries,160.0,1353.5968132399998,3
2022-03-31,2022,3,FY21-22,135.0,PEABODY INSTITUTE,Peabody,304.0,2242.5517221699997,12
2022-03-31,2022,3,FY21-22,140.0,NITZE SCH ADV INT STUDIES-SAIS,SAIS,195.0,16633.40997466,34
2022-03-31,2022,3,FY21-22,142.0,NANJING CENTER,SAIS,195.0,1285.8800048,4
2022-03-31,2022,3,FY21-22,160.0,Bloomberg School of Public Health,School of Public Health,2558.0,46307.81899016,128
2022-03-31,2022,3,FY21-22,165.0,School of Nursing (SON),School of Nursing,330.0,8042.4199349,25
2022-03-31,2022,3,FY21-22,170.0,School of Medicine (SOM),School of Medicine,11766.0,121315.78496531,464
2022-03-31,2022,3,FY21-22,210.0,BIOETHICS INSTITUTE,Academic and Business Centers,794.0,2577.09425615,3
2022-03-31,2022,3,FY21-22,211.0,HUMAN LANGUAGE TECHNOLOGY COE,Academic and Business Centers,794.0,1222.20924051,1
2022-03-31,2022,3,FY21-22,212.0,CGEPI,Academic and Business Centers,794.0,2141.3461873,8
2022-03-31,2022,3,FY21-22,215.0,CENTER FOR TALENTED YOUTH,Academic and Business Centers,794.0,1835.6521295599998,8
2022-03-31,2022,3,FY21-22,235.0,JHPEIGO,Academic and Business Centers,794.0,102287.42076003,168
2022-04-30,2022,4,FY21-22,101.0,University Administration,University Administration,2199.0,30662.06562917,147
2022-04-30,2022,4,FY21-22,110.0,Homewood Student Affairs,University Student Services,737.0,24611.33360719,173
2022-04-30,2022,4,FY21-22,112.0,U-WIDE STUDENT AFFAIRS,University Student Services,737.0,3012.9784027,16
2022-04-30,2022,4,FY21-22,115.0,Krieger School of Arts and Sciences,School of Arts & Sciences,1442.0,40096.57876372,176
2022-04-30,2022,4,FY21-22,120.0,Whiting School of Engineering,Whiting School of Engineering,1068.0,37097.36235428,120
2022-04-30,2022,4,FY21-22,125.0,School of Education,School of Education,253.0,25466.01961079,95
2022-04-30,2022,4,FY21-22,126.0,Carey Business School,Carey Business School,338.0,5638.18520406,41
2022-04-30,2022,4,FY21-22,130.0,Sheridan Libraries,Libraries,160.0,2756.6397333200002,7
2022-04-30,2022,4,FY21-22,135.0,PEABODY INSTITUTE,Peabody,304.0,2028.85527372,12
2022-04-30,2022,4,FY21-22,140.0,NITZE SCH ADV INT STUDIES-SAIS,SAIS,195.0,9385.10785107,42
2022-04-30,2022,4,FY21-22,141.0,BOLOGNA CENTER,SAIS,195.0,1768.23922801,6
2022-04-30,2022,4,FY21-22,142.0,NANJING CENTER,SAIS,195.0,1336.60524218,5
2022-04-30,2022,4,FY21-22,160.0,Bloomberg School of Public Health,School of Public Health,2558.0,41862.64528413,115
2022-04-30,2022,4,FY21-22,165.0,School of Nursing (SON),School of Nursing,330.0,6688.7596187399995,23
2022-04-30,2022,4,FY21-22,170.0,School of Medicine (SOM),School of Medicine,11766.0,160783.10860929,651
2022-04-30,2022,4,FY21-22,210.0,BIOETHICS INSTITUTE,Academic and Business Centers,794.0,3617.46737791,5
2022-04-30,2022,4,FY21-22,211.0,HUMAN LANGUAGE TECHNOLOGY COE,Academic and Business Centers,794.0,2683.61135793,5
2022-04-30,2022,4,FY21-22,212.0,CGEPI,Academic and Business Centers,794.0,2247.68638802,20
2022-04-30,2022,4,FY21-22,215.0,CENTER FOR TALENTED YOUTH,Academic and Business Centers,794.0,968.1612126800001,6
2022-04-30,2022,4,FY21-22,235.0,JHPEIGO,Academic and Business Centers,794.0,130868.03254141,230
2022-05-31,2022,5,FY21-22,101.0,University Administration,University Administration,2199.0,16575.55880077,65
2022-05-31,2022,5,FY21-22,110.0,Homewood Student Affairs,University Student Services,737.0,17573.67979116,74
2022-05-31,2022,5,FY21-22,112.0,U-WIDE STUDENT AFFAIRS,University Student Services,737.0,2720.70614389,13
2022-05-31,2022,5,FY21-22,115.0,Krieger School of Arts and Sciences,School of Arts & Sciences,1442.0,80104.38949613,279
2022-05-31,2022,5,FY21-22,120.0,Whiting School of Engineering,Whiting School of Engineering,1068.0,69882.34924762,211
2022-05-31,2022,5,FY21-22,125.0,School of Education,School of Education,253.0,6405.1237591,38
2022-05-31,2022,5,FY21-22,126.0,Carey Business School,Carey Business School,338.0,8765.07880052,31
2022-05-31,2022,5,FY21-22,130.0,Sheridan Libraries,Libraries,160.0,1358.88116462,10
2022-05-31,2022,5,FY21-22,135.0,PEABODY INSTITUTE,Peabody,304.0,850.81232454,4
2022-05-31,2022,5,FY21-22,140.0,NITZE SCH ADV INT STUDIES-SAIS,SAIS,195.0,12244.57697999,39
2022-05-31,2022,5,FY21-22,141.0,BOLOGNA CENTER,SAIS,195.0,3735.05667003,12
2022-05-31,2022,5,FY21-22,160.0,Bloomberg School of Public Health,School of Public Health,2558.0,65585.99467007,196
2022-05-31,2022,5,FY21-22,165.0,School of Nursing (SON),School of Nursing,330.0,11672.338424,53
2022-05-31,2022,5,FY21-22,170.0,School of Medicine (SOM),School of Medicine,11766.0,267540.74591086,1016
2022-05-31,2022,5,FY21-22,210.0,BIOETHICS INSTITUTE,Academic and Business Centers,794.0,4231.14159906,7
2022-05-31,2022,5,FY21-22,211.0,HUMAN LANGUAGE TECHNOLOGY COE,Academic and Business Centers,794.0,8062.26006619,17
2022-05-31,2022,5,FY21-22,212.0,CGEPI,Academic and Business Centers,794.0,491.58982841,4
2022-05-31,2022,5,FY21-22,215.0,CENTER FOR TALENTED YOUTH,Academic and Business Centers,794.0,1876.83831889,13
2022-05-31,2022,5,FY21-22,235.0,JHPEIGO,Academic and Business Centers,794.0,160560.66236328,317
2022-06-30,2022,6,FY21-22,101.0,University Administration,University Administration,2199.0,61162.43010595,175
2022-06-30,2022,6,FY21-22,110.0,Homewood Student Affairs,University Student Services,737.0,45574.69121212,208
2022-06-30,2022,6,FY21-22,112.0,U-WIDE STUDENT AFFAIRS,University Student Services,737.0,8389.95335507,39
2022-06-30,2022,6,FY21-22,115.0,Krieger School of Arts and Sciences,School of Arts & Sciences,1442.0,103147.51812086,328
2022-06-30,2022,6,FY21-22,120.0,Whiting School of Engineering,Whiting School of Engineering,1068.0,74625.06595606,268
2022-06-30,2022,6,FY21-22,125.0,School of Education,School of Education,253.0,12747.57012122,39
2022-06-30,2022,6,FY21-22,126.0,Carey Business School,Carey Business School,338.0,24987.33448595,82
2022-06-30,2022,6,FY21-22,130.0,Sheridan Libraries,Libraries,160.0,1643.93676846,10
2022-06-30,2022,6,FY21-22,135.0,PEABODY INSTITUTE,Peabody,304.0,3861.98996547,11
2022-06-30,2022,6,FY21-22,140.0,NITZE SCH ADV INT STUDIES-SAIS,SAIS,195.0,37191.05186306,94
2022-06-30,2022,6,FY21-22,141.0,BOLOGNA CENTER,SAIS,195.0,803.32120092,6
2022-06-30,2022,6,FY21-22,142.0,NANJING CENTER,SAIS,195.0,2988.5025571300002,5
2022-06-30,2022,6,FY21-22,160.0,Bloomberg School of Public Health,School of Public Health,2558.0,69239.59521811,222
2022-06-30,2022,6,FY21-22,165.0,School of Nursing (SON),School of Nursing,330.0,8957.9689659,25
2022-06-30,2022,6,FY21-22,170.0,School of Medicine (SOM),School of Medicine,11766.0,202279.56421776,830
2022-06-30,2022,6,FY21-22,210.0,BIOETHICS INSTITUTE,Academic and Business Centers,794.0,7699.52676495,19
2022-06-30,2022,6,FY21-22,212.0,CGEPI,Academic and Business Centers,794.0,3143.99402973,16
2022-06-30,2022,6,FY21-22,215.0,CENTER FOR TALENTED YOUTH,Academic and Business Centers,794.0,3821.4841647000003,18
2022-06-30,2022,6,FY21-22,235.0,JHPEIGO,Academic and Business Centers,794.0,178820.60023044,258
2022-06-30,2022,6,FY21-22,251.0,JHU PRESS BOOK DIVISION,Academic and Business Centers,794.0,1456.76186725,9
2022-07-31,2022,7,FY22-23,101.0,University Administration,University Administration,2199.0,13563.7733462,82
2022-07-31,2022,7,FY22-23,110.0,Homewood Student Affairs,University Student Services,737.0,26877.12286758,138
2022-07-31,2022,7,FY22-23,112.0,U-WIDE STUDENT AFFAIRS,University Student Services,737.0,1936.96199067,8
2022-07-31,2022,7,FY22-23,115.0,Krieger School of Arts and Sciences,School of Arts & Sciences,1442.0,134114.13021902,393
2022-07-31,2022,7,FY22-23,120.0,Whiting School of Engineering,Whiting School of Engineering,1068.0,53712.75563907,176
2022-07-31,2022,7,FY22-23,125.0,School of Education,School of Education,253.0,4525.64099654,20
2022-07-31,2022,7,FY22-23,126.0,Carey Business School,Carey Business School,338.0,21410.15972035,70
2022-07-31,2022,7,FY22-23,130.0,Sheridan Libraries,Libraries,160.0,2823.39038994,10
2022-07-31,2022,7,FY22-23,135.0,PEABODY INSTITUTE,Peabody,304.0,4290.73910364,24
2022-07-31,2022,7,FY22-23,140.0,NITZE SCH ADV INT STUDIES-SAIS,SAIS,195.0,17264.116590229998,39
2022-07-31,2022,7,FY22-23,141.0,BOLOGNA CENTER,SAIS,195.0,2045.5066504400002,6
2022-07-31,2022,7,FY22-23,160.0,Bloomberg School of Public Health,School of Public Health,2558.0,73280.00121564,184
2022-07-31,2022,7,FY22-23,165.0,School of Nursing (SON),School of Nursing,330.0,23615.52593812,71
2022-07-31,2022,7,FY22-23,170.0,School of Medicine (SOM),School of Medicine,11766.0,200057.20642913,717
2022-07-31,2022,7,FY22-23,210.0,BIOETHICS INSTITUTE,Academic and Business Centers,794.0,2321.8850318199998,7
2022-07-31,2022,7,FY22-23,211.0,HUMAN LANGUAGE TECHNOLOGY COE,Academic and Business Centers,794.0,4882.0330761,16
2022-07-31,2022,7,FY22-23,212.0,CGEPI,Academic and Business Centers,794.0,1247.44258536,5
2022-07-31,2022,7,FY22-23,215.0,CENTER FOR TALENTED YOUTH,Academic and Business Centers,794.0,1898.93734032,14
2022-07-31,2022,7,FY22-23,235.0,JHPEIGO,Academic and Business Centers,794.0,73015.58406581,148
2022-08-31,2022,8,FY22-23,101.0,University Administration,University Administration,2199.0,35108.46857047,110
2022-08-31,2022,8,FY22-23,110.0,Homewood Student Affairs,University Student Services,737.0,23084.63232884,93
2022-08-31,2022,8,FY22-23,112.0,U-WIDE STUDENT AFFAIRS,University Student Services,737.0,1875.58640387,9
2022-08-31,2022,8,FY22-23,115.0,Krieger School of Arts and Sciences,School of Arts & Sciences,1442.0,102627.65134261,320
2022-08-31,2022,8,FY22-23,120.0,Whiting School of Engineering,Whiting School of Engineering,1068.0,51182.28160905,160
2022-08-31,2022,8,FY22-23,125.0,School of Education,School of Education,253.0,4150.71513177,29
2022-08-31,2022,8,FY22-23,126.0,Carey Business School,Carey Business School,338.0,14512.82017536,56
2022-08-31,2022,8,FY22-23,130.0,Sheridan Libraries,Libraries,160.0,2782.9798436,19
2022-08-31,2022,8,FY22-23,135.0,PEABODY INSTITUTE,Peabody,304.0,184.51231388,2
2022-08-31,2022,8,FY22-23,140.0,NITZE SCH ADV INT STUDIES-SAIS,SAIS,195.0,12403.99656267,28
2022-08-31,2022,8,FY22-23,141.0,BOLOGNA CENTER,SAIS,195.0,1615.81404006,4
2022-08-31,2022,8,FY22-23,142.0,NANJING CENTER,SAIS,195.0,1656.65096327,5
2022-08-31,2022,8,FY22-23,160.0,Bloomberg School of Public Health,School of Public Health,2558.0,62113.75850489,176
2022-08-31,2022,8,FY22-23,165.0,School of Nursing (SON),School of Nursing,330.0,5579.8441503799995,20
2022-08-31,2022,8,FY22-23,170.0,School of Medicine (SOM),School of Medicine,11766.0,201634.92324389,686
2022-08-31,2022,8,FY22-23,210.0,BIOETHICS INSTITUTE,Academic and Business Centers,794.0,4023.623079,12
2022-08-31,2022,8,FY22-23,212.0,CGEPI,Academic and Business Centers,794.0,823.3699847299999,5
2022-08-31,2022,8,FY22-23,215.0,CENTER FOR TALENTED YOUTH,Academic and Business Centers,794.0,699.54833312,6
2022-08-31,2022,8,FY22-23,235.0,JHPEIGO,Academic and Business Centers,794.0,137641.90877282,235
2022-08-31,2022,8,FY22-23,255.0,JHU PRESS MUSE,Academic and Business Centers,794.0,347.42909389,2
2022-09-30,2022,9,FY22-23,101.0,University Administration,University Administration,2199.0,42244.47936101,158
2022-09-30,2022,9,FY22-23,110.0,Homewood Student Affairs,University Student Services,737.0,32968.55119921,157
2022-09-30,2022,9,FY22-23,112.0,U-WIDE STUDENT AFFAIRS,University Student Services,737.0,1300.22259627,3
2022-09-30,2022,9,FY22-23,115.0,Krieger School of Arts and Sciences,School of Arts & Sciences,1442.0,65240.071503139996,235
2022-09-30,2022,9,FY22-23,120.0,Whiting School of Engineering,Whiting School of Engineering,1068.0,53161.35511762,132
2022-09-30,2022,9,FY22-23,125.0,School of Education,School of Education,253.0,9631.65799666,42
2022-09-30,2022,9,FY22-23,126.0,Carey Business School,Carey Business School,338.0,9215.33729,49
2022-09-30,2022,9,FY22-23,130.0,Sheridan Libraries,Libraries,160.0,1549.69841276,4
2022-09-30,2022,9,FY22-23,135.0,PEABODY INSTITUTE,Peabody,304.0,2345.99346754,19
2022-09-30,2022,9,FY22-23,140.0,NITZE SCH ADV INT STUDIES-SAIS,SAIS,195.0,7215.22616633,37
2022-09-30,2022,9,FY22-23,141.0,BOLOGNA CENTER,SAIS,195.0,2325.4502680200003,8
2022-09-30,2022,9,FY22-23,142.0,NANJING CENTER,SAIS,195.0,156.6798846,2
2022-09-30,2022,9,FY22-23,160.0,Bloomberg School of Public Health,School of Public Health,2558.0,97788.15162525,279
2022-09-30,2022,9,FY22-23,165.0,School of Nursing (SON),School of Nursing,330.0,11232.00000013,50
2022-09-30,2022,9,FY22-23,170.0,School of Medicine (SOM),School of Medicine,11766.0,279582.81656701,865
2022-09-30,2022,9,FY22-23,210.0,BIOETHICS INSTITUTE,Academic and Business Centers,794.0,2414.8760084200003,6
2022-09-30,2022,9,FY22-23,211.0,HUMAN LANGUAGE TECHNOLOGY COE,Academic and Business Centers,794.0,614.00080768,4
2022-09-30,2022,9,FY22-23,212.0,CGEPI,Academic and Business Centers,794.0,1353.134149,8
2022-09-30,2022,9,FY22-23,215.0,CENTER FOR TALENTED YOUTH,Academic and Business Centers,794.0,716.27228468,6
2022-09-30,2022,9,FY22-23,235.0,JHPEIGO,Academic and Business Centers,794.0,117891.76567134,222
2022-09-30,2022,9,FY22-23,252.0,JHU PRESS JOURNALS DIVISION,Academic and Business Centers,794.0,439.7759693,2
2022-09-30,2022,9,FY22-23,255.0,JHU PRESS MUSE,Academic and Business Centers,794.0,347.42909389,2
2022-10-31,2022,10,FY22-23,101.0,University Administration,University Administration,2199.0,49438.3503976,171
2022-10-31,2022,10,FY22-23,110.0,Homewood Student Affairs,University Student Services,737.0,17037.19792356,99
2022-10-31,2022,10,FY22-23,112.0,U-WIDE STUDENT AFFAIRS,University Student Services,737.0,2302.6890017,7
2022-10-31,2022,10,FY22-23,115.0,Krieger School of Arts and Sciences,School of Arts & Sciences,1442.0,88018.50628659,307
2022-10-31,2022,10,FY22-23,120.0,Whiting School of Engineering,Whiting School of Engineering,1068.0,66403.57228026,254
2022-10-31,2022,10,FY22-23,125.0,School of Education,School of Education,253.0,10153.46615034,56
2022-10-31,2022,10,FY22-23,126.0,Carey Business School,Carey Business School,338.0,28393.28265892,113
2022-10-31,2022,10,FY22-23,130.0,Sheridan Libraries,Libraries,160.0,471.22806586,6
2022-10-31,2022,10,FY22-23,135.0,PEABODY INSTITUTE,Peabody,304.0,3828.19279621,22
2022-10-31,2022,10,FY22-23,140.0,NITZE SCH ADV INT STUDIES-SAIS,SAIS,195.0,13577.77120735,49
2022-10-31,2022,10,FY22-23,141.0,BOLOGNA CENTER,SAIS,195.0,3567.22748437,10
2022-10-31,2022,10,FY22-23,160.0,Bloomberg School of Public Health,School of Public Health,2558.0,154829.10516491,409
2022-10-31,2022,10,FY22-23,165.0,School of Nursing (SON),School of Nursing,330.0,11976.0911063,64
2022-10-31,2022,10,FY22-23,170.0,School of Medicine (SOM),School of Medicine,11766.0,361962.11253119,1336
2022-10-31,2022,10,FY22-23,210.0,BIOETHICS INSTITUTE,Academic and Business Centers,794.0,20159.01128516,48
2022-10-31,2022,10,FY22-23,212.0,CGEPI,Academic and Business Centers,794.0,1543.57037952,10
2022-10-31,2022,10,FY22-23,215.0,CENTER FOR TALENTED YOUTH,Academic and Business Centers,794.0,1122.14675848,4
2022-10-31,2022,10,FY22-23,235.0,JHPEIGO,Academic and Business Centers,794.0,127526.87550607,240
2022-10-31,2022,10,FY22-23,251.0,JHU PRESS BOOK DIVISION,Academic and Business Centers,794.0,763.7951597599999,8
2022-10-31,2022,10,FY22-23,252.0,JHU PRESS JOURNALS DIVISION,Academic and Business Centers,794.0,2571.86433584,10
2022-10-31,2022,10,FY22-23,255.0,JHU PRESS MUSE,Academic and Business Centers,794.0,749.42535273,3
2022-11-30,2022,11,FY22-23,101.0,University Administration,University Administration,2199.0,24970.46538485,96
2022-11-30,2022,11,FY22-23,110.0,Homewood Student Affairs,University Student Services,737.0,12625.072959469999,75
2022-11-30,2022,11,FY22-23,112.0,U-WIDE STUDENT AFFAIRS,University Student Services,737.0,4906.46356243,33
2022-11-30,2022,11,FY22-23,115.0,Krieger School of Arts and Sciences,School of Arts & Sciences,1442.0,68361.27705089,282
2022-11-30,2022,11,FY22-23,120.0,Whiting School of Engineering,Whiting School of Engineering,1068.0,66394.47775254,306
2022-11-30,2022,11,FY22-23,125.0,School of Education,School of Education,253.0,9794.83332433,62
2022-11-30,2022,11,FY22-23,126.0,Carey Business School,Carey Business School,338.0,24762.16214992,70
2022-11-30,2022,11,FY22-23,130.0,Sheridan Libraries,Libraries,160.0,1115.62863578,10
2022-11-30,2022,11,FY22-23,135.0,PEABODY INSTITUTE,Peabody,304.0,2708.90820576,18
2022-11-30,2022,11,FY22-23,140.0,NITZE SCH ADV INT STUDIES-SAIS,SAIS,195.0,10640.10274978,29
2022-11-30,2022,11,FY22-23,141.0,BOLOGNA CENTER,SAIS,195.0,847.3559505,14
2022-11-30,2022,11,FY22-23,160.0,Bloomberg School of Public Health,School of Public Health,2558.0,142239.29901369,566
2022-11-30,2022,11,FY22-23,165.0,School of Nursing (SON),School of Nursing,330.0,10804.37123517,64
2022-11-30,2022,11,FY22-23,170.0,School of Medicine (SOM),School of Medicine,11766.0,283027.91883515,1129
2022-11-30,2022,11,FY22-23,210.0,BIOETHICS INSTITUTE,Academic and Business Centers,794.0,4469.93531467,7
2022-11-30,2022,11,FY22-23,212.0,CGEPI,Academic and Business Centers,794.0,1087.95042792,8
2022-11-30,2022,11,FY22-23,235.0,JHPEIGO,Academic and Business Centers,794.0,144270.49482459,251
2022-11-30,2022,11,FY22-23,251.0,JHU PRESS BOOK DIVISION,Academic and Business Centers,794.0,1205.16777426,8
2022-11-30,2022,11,FY22-23,252.0,JHU PRESS JOURNALS DIVISION,Academic and Business Centers,794.0,1062.5537897899999,5
2022-11-30,2022,11,FY22-23,255.0,JHU PRESS MUSE,Academic and Business Centers,794.0,1229.30796149,9
2022-12-31,2022,12,FY22-23,101.0,University Administration,University Administration,2199.0,39964.49719471,132
2022-12-31,2022,12,FY22-23,110.0,Homewood Student Affairs,University Student Services,737.0,43213.77455471,113
2022-12-31,2022,12,FY22-23,112.0,U-WIDE STUDENT AFFAIRS,University Student Services,737.0,1075.38138269,6
2022-12-31,2022,12,FY22-23,115.0,Krieger School of Arts and Sciences,School of Arts & Sciences,1442.0,51779.98484212,155
2022-12-31,2022,12,FY22-23,120.0,Whiting School of Engineering,Whiting School of Engineering,1068.0,53243.52791558,213
2022-12-31,2022,12,FY22-23,125.0,School of Education,School of Education,253.0,6998.40446625,34
2022-12-31,2022,12,FY22-23,126.0,Carey Business School,Carey Business School,338.0,17056.75229159,40
2022-12-31,2022,12,FY22-23,130.0,Sheridan Libraries,Libraries,160.0,296.46798846,2
2022-12-31,2022,12,FY22-23,135.0,PEABODY INSTITUTE,Peabody,304.0,2977.33964836,14
2022-12-31,2022,12,FY22-23,140.0,NITZE SCH ADV INT STUDIES-SAIS,SAIS,195.0,10019.88772631,24
2022-12-31,2022,12,FY22-23,141.0,BOLOGNA CENTER,SAIS,195.0,1038.20495011,5
2022-12-31,2022,12,FY22-23,142.0,NANJING CENTER,SAIS,195.0,2143.33292198,2
2022-12-31,2022,12,FY22-23,160.0,Bloomberg School of Public Health,School of Public Health,2558.0,77934.63935304,223
